ID,Prediction
0,0.45498125384165317
1,0.45498125384165317
2,0.5224825649177536
3,0.45498125384165317
4,0.5677496454830121
5,0.45498125384165317
6,0.6384151199698409
7,0.3524835492210439
8,0.45498125384165317
9,0.6352509565591125
10,0.5709138088937407
11,0.45498125384165317
12,0.45498125384165317
13,0.45498125384165317
14,0.45498125384165317
15,0.5224825649177536
16,0.5677496454830121
17,0.5709138088937407
18,0.45498125384165317
19,0.5709138088937407
20,0.45498125384165317
21,0.6673259025614685
22,0.45498125384165317
23,0.45498125384165317
24,0.5709138088937407
25,0.5709138088937407
26,0.45498125384165317
27,0.5405395356619138
28,0.34295805031164983
29,0.45498125384165317
30,0.45498125384165317
31,0.45498125384165317
32,0.45498125384165317
33,0.6352509565591125
34,0.5513933475093812
35,0.5709138088937407
36,0.5709138088937407
37,0.6564720907140014
38,0.45498125384165317
39,0.45498125384165317
40,0.45498125384165317
41,0.34295805031164983
42,0.45498125384165317
43,0.23655099416895645
44,0.45498125384165317
45,0.5224825649177536
46,0.5709138088937407
47,0.5709138088937407
48,0.34295805031164983
49,0.45498125384165317
50,0.5709138088937407
51,0.5899992711868642
52,0.5224825649177536
53,0.34295805031164983
54,0.45498125384165317
55,0.6352509565591125
56,0.45498125384165317
57,0.34295805031164983
58,0.45498125384165317
59,0.6673259025614685
60,0.45498125384165317
61,0.3405693933115157
62,0.5677496454830121
63,0.34295805031164983
64,0.49410858803106456
65,0.45498125384165317
66,0.5709138088937407
67,0.45498125384165317
68,0.45498125384165317
69,0.45498125384165317
70,0.45498125384165317
71,0.5677496454830121
72,0.5677496454830121
73,0.5677496454830121
74,0.45498125384165317
75,0.34295805031164983
76,0.45498125384165317
77,0.5899992711868642
78,0.34295805031164983
79,0.6384151199698409
80,0.45498125384165317
81,0.5709138088937407
82,0.5677496454830121
83,0.45498125384165317
84,0.5224825649177536
85,0.34295805031164983
86,0.20801397741392177
87,0.45498125384165317
88,0.45498125384165317
89,0.5513933475093812
90,0.6673259025614685
91,0.45498125384165317
92,0.5709138088937407
93,0.45498125384165317
94,0.5709138088937407
95,0.45498125384165317
96,0.5677496454830121
97,0.5677496454830121
98,0.34295805031164983
99,0.45498125384165317
100,0.45498125384165317
101,0.5224825649177536
102,0.5224825649177536
103,0.45498125384165317
104,0.45498125384165317
105,0.45498125384165317
106,0.45498125384165317
107,0.45498125384165317
108,0.5224825649177536
109,0.40943142251597914
110,0.7027263918366053
111,0.5677496454830121
112,0.45572644195300877
113,0.3524835492210439
114,0.45498125384165317
115,0.6384151199698409
116,0.5677496454830121
117,0.45498125384165317
118,0.45498125384165317
119,0.5677496454830121
120,0.5513933475093812
121,0.34295805031164983
122,0.5513933475093812
123,0.45498125384165317
124,0.45498125384165317
125,0.5224825649177536
126,0.3103760515168168
127,0.45498125384165317
128,0.7231558529501849
129,0.5709138088937407
130,0.45498125384165317
131,0.45498125384165317
132,0.5709138088937407
133,0.1750496393048074
134,0.3405693933115157
135,0.45498125384165317
136,0.5709138088937407
137,0.45498125384165317
138,0.5224825649177536
139,0.5224825649177536
140,0.6384151199698409
141,0.45498125384165317
142,0.5709138088937407
143,0.45498125384165317
144,0.5709138088937407
145,0.5709138088937407
146,0.5709138088937407
147,0.3224258379440592
148,0.5709138088937407
149,0.45498125384165317
150,0.45498125384165317
151,0.6673259025614685
152,0.49410858803106456
153,0.45498125384165317
154,0.5224825649177536
155,0.5224825649177536
156,0.45498125384165317
157,0.5709138088937407
158,0.34295805031164983
159,0.45498125384165317
160,0.5677496454830121
161,0.45498125384165317
162,0.5709138088937407
163,0.45498125384165317
164,0.45498125384165317
165,0.34295805031164983
166,0.45498125384165317
167,0.23655099416895645
168,0.5224825649177536
169,0.45498125384165317
170,0.45498125384165317
171,0.5746412991032643
172,0.40943142251597914
173,0.5709138088937407
174,0.45498125384165317
175,0.4533377849528747
176,0.5677496454830121
177,0.3103760515168168
178,0.20763163809964044
179,0.5709138088937407
180,0.23655099416895645
181,0.45498125384165317
182,0.45498125384165317
183,0.34295805031164983
184,0.45498125384165317
185,0.6384151199698409
186,0.3405693933115157
187,0.34295805031164983
188,0.45498125384165317
189,0.6384151199698409
190,0.5709138088937407
191,0.20763163809964044
192,0.5899992711868642
193,0.5709138088937407
194,0.6384151199698409
195,0.45498125384165317
196,0.6575005822629646
197,0.5513933475093812
198,0.45498125384165317
199,0.5709138088937407
200,0.5709138088937407
201,0.6673259025614685
202,0.45498125384165317
203,0.45498125384165317
204,0.5224825649177536
205,0.45498125384165317
206,0.6673259025614685
207,0.45498125384165317
208,0.6384151199698409
209,0.6575005822629646
210,0.5677496454830121
211,0.45498125384165317
212,0.45498125384165317
213,0.45498125384165317
214,0.5224825649177536
215,0.45572644195300877
216,0.3405693933115157
217,0.45498125384165317
218,0.5513933475093812
219,0.4231444431581758
220,0.45498125384165317
221,0.45498125384165317
222,0.45498125384165317
223,0.5224825649177536
224,0.45498125384165317
225,0.23655099416895645
226,0.45498125384165317
227,0.5224825649177536
228,0.5677496454830121
229,0.45498125384165317
230,0.34295805031164983
231,0.5224825649177536
232,0.5709138088937407
233,0.5709138088937407
234,0.5224825649177536
235,0.45498125384165317
236,0.45498125384165317
237,0.45498125384165317
238,0.45498125384165317
239,0.45498125384165317
240,0.3405693933115157
241,0.5224825649177536
242,0.5677496454830121
243,0.45498125384165317
244,0.6673259025614685
245,0.45498125384165317
246,0.5513933475093812
247,0.6864113648545923
248,0.5224825649177536
249,0.358626364055676
250,0.45498125384165317
251,0.45498125384165317
252,0.5709138088937407
253,0.45498125384165317
254,0.45498125384165317
255,0.45498125384165317
256,0.34295805031164983
257,0.45498125384165317
258,0.5709138088937407
259,0.6068769796724235
260,0.45498125384165317
261,0.47797606765686096
262,0.5709138088937407
263,0.6384151199698409
264,0.45498125384165317
265,0.45498125384165317
266,0.45498125384165317
267,0.45498125384165317
268,0.45498125384165317
269,0.5253639775680666
270,0.5224825649177536
271,0.34295805031164983
272,0.34295805031164983
273,0.45498125384165317
274,0.6641617391507401
275,0.5709138088937407
276,0.5709138088937407
277,0.5224825649177536
278,0.5709138088937407
279,0.610041143083152
280,0.5709138088937407
281,0.5224825649177536
282,0.47797606765686096
283,0.3405693933115157
284,0.6384151199698409
285,0.45498125384165317
286,0.45498125384165317
287,0.45498125384165317
288,0.5224825649177536
289,0.5224825649177536
290,0.4588906053637373
291,0.6384151199698409
292,0.45498125384165317
293,0.5224825649177536
294,0.45498125384165317
295,0.6673259025614685
296,0.45498125384165317
297,0.45498125384165317
298,0.45498125384165317
299,0.5513933475093812
300,0.23655099416895645
301,0.5709138088937407
302,0.45498125384165317
303,0.5224825649177536
304,0.5677496454830121
305,0.5224825649177536
306,0.45498125384165317
307,0.5224825649177536
308,0.45498125384165317
309,0.6533079273032728
310,0.6673259025614685
311,0.4263086065689043
312,0.6673259025614685
313,0.45498125384165317
314,0.45498125384165317
315,0.45498125384165317
316,0.5709138088937407
317,0.5709138088937407
318,0.5677496454830121
319,0.6384151199698409
320,0.5224825649177536
321,0.5709138088937407
322,0.5709138088937407
323,0.45498125384165317
324,0.45498125384165317
325,0.5224825649177536
326,0.5224825649177536
327,0.5899992711868642
328,0.5224825649177536
329,0.45498125384165317
330,0.45498125384165317
331,0.5709138088937407
332,0.5709138088937407
333,0.45498125384165317
334,0.45498125384165317
335,0.5709138088937407
336,0.20763163809964044
337,0.5709138088937407
338,0.5709138088937407
339,0.5224825649177536
340,0.45498125384165317
341,0.5224825649177536
342,0.45498125384165317
343,0.45498125384165317
344,0.45498125384165317
345,0.45498125384165317
346,0.3899271490201597
347,0.5709138088937407
348,0.4588906053637373
349,0.5224825649177536
350,0.23655099416895645
351,0.5224825649177536
352,0.5224825649177536
353,0.4588906053637373
354,0.45498125384165317
355,0.45498125384165317
356,0.5513933475093812
357,0.5224825649177536
358,0.5224825649177536
359,0.45498125384165317
360,0.40943142251597914
361,0.34295805031164983
362,0.45498125384165317
363,0.5709138088937407
364,0.34295805031164983
365,0.5709138088937407
366,0.45498125384165317
367,0.5677496454830121
368,0.45498125384165317
369,0.45498125384165317
370,0.5253639775680666
371,0.5224825649177536
372,0.6384151199698409
373,0.5224825649177536
374,0.5224825649177536
375,0.6384151199698409
376,0.5677496454830121
377,0.45498125384165317
378,0.45498125384165317
379,0.5224825649177536
380,0.4588906053637373
381,0.34295805031164983
382,0.5224825649177536
383,0.45498125384165317
384,0.37634370820457375
385,0.5677496454830121
386,0.45498125384165317
387,0.45498125384165317
388,0.4263086065689043
389,0.5224825649177536
390,0.5709138088937407
391,0.45498125384165317
392,0.5224825649177536
393,0.6352509565591125
394,0.5677496454830121
395,0.45498125384165317
396,0.45498125384165317
397,0.45498125384165317
398,0.5709138088937407
399,0.45498125384165317
400,0.45498125384165317
401,0.45498125384165317
402,0.34295805031164983
403,0.5224825649177536
404,0.6673259025614685
405,0.6384151199698409
406,0.45498125384165317
407,0.5899992711868642
408,0.3405693933115157
409,0.45498125384165317
410,0.40943142251597914
411,0.5224825649177536
412,0.5224825649177536
413,0.5224825649177536
414,0.45498125384165317
415,0.45498125384165317
416,0.4533377849528747
417,0.45572644195300877
418,0.34295805031164983
419,0.45498125384165317
420,0.45498125384165317
421,0.5709138088937407
422,0.5224825649177536
423,0.5224825649177536
424,0.5709138088937407
425,0.34295805031164983
426,0.5677496454830121
427,0.5709138088937407
428,0.45498125384165317
429,0.5405395356619138
430,0.45498125384165317
431,0.45498125384165317
432,0.45498125384165317
433,0.6384151199698409
434,0.45498125384165317
435,0.3103760515168168
436,0.45498125384165317
437,0.45498125384165317
438,0.5709138088937407
439,0.34295805031164983
440,0.5709138088937407
441,0.45498125384165317
442,0.45498125384165317
443,0.5709138088937407
444,0.5224825649177536
445,0.5224825649177536
446,0.5224825649177536
447,0.5709138088937407
448,0.45498125384165317
449,0.5677496454830121
450,0.6384151199698409
451,0.6384151199698409
452,0.6575005822629646
453,0.5224825649177536
454,0.5709138088937407
455,0.45498125384165317
456,0.45498125384165317
457,0.34295805031164983
458,0.45498125384165317
459,0.45498125384165317
460,0.6564720907140014
461,0.5677496454830121
462,0.45498125384165317
463,0.34295805031164983
464,0.45498125384165317
465,0.6673259025614685
466,0.4263086065689043
467,0.5709138088937407
468,0.45498125384165317
469,0.5709138088937407
470,0.45498125384165317
471,0.45498125384165317
472,0.5709138088937407
473,0.23655099416895645
474,0.23655099416895645
475,0.45498125384165317
476,0.45498125384165317
477,0.5709138088937407
478,0.45498125384165317
479,0.45498125384165317
480,0.5224825649177536
481,0.6352509565591125
482,0.5224825649177536
483,0.45498125384165317
484,0.45498125384165317
485,0.34295805031164983
486,0.45498125384165317
487,0.5899992711868642
488,0.5709138088937407
489,0.6384151199698409
490,0.3474329256129462
491,0.5224825649177536
492,0.45498125384165317
493,0.45498125384165317
494,0.5224825649177536
495,0.5709138088937407
496,0.4745589191077635
497,0.5709138088937407
498,0.45498125384165317
499,0.5224825649177536
